5,700;10,7;15,6;20,7
5,650;10,7;15,6;20,6
5,590;10,6;15,5;20,5
5,550;10,6;15,5;20,5
5,500;10,5;15,4;20,5
5,450;10,5;15,4;20,4
5,400;10,4;15,3;20,4
5,350;10,4;15,3;20,3
5,300;10,3;15,2;20,3
5,250;10,3;15,2;20,2
5,200;10,2;15,1;20,2
5,150;10,2;15,1;20,1
5,090;10,1;15,0;20,0
5,040;10,1;15,0;20,0
4,990;10,0;14,9;19,9
4,940;10,0;14,9;19,9
4,890;9,9;14,8;19,8
4,840;9,9;14,8;19,8
4,790;9,8;14,7;19,7
4,740;9,8;14,7;19,7
4,690;9,7;14,6;19,6
4,640;9,7;14,6;19,6
4,590;9,6;14,5;19,5
4,540;9,6;14,5;19,5
4,490;9,5;14,4;19,4
4,440;9,5;14,4;19,4
4,390;9,4;14,3;19,3
4,340;9,4;14,3;19,3
4,290;9,3;14,2;19,2
4,240;9,3;14,2;19,2
4,190;9,2;14,1;19,1
4,140;9,2;14,1;19,1
4,080;9,1;14,0;19,0
4,030;9,0;14,0;19,0
3,980;9,0;13,9;18,9
3,930;8,9;13,9;18,9
3,890;8,9;13,8;18,8
3,830;8,8;13,8;18,8
3,780;8,8;13,7;18,7
3,730;8,7;13,7;18,7
3,680;8,7;13,6;18,6
3,630;8,6;13,6;18,6
3,580;8,6;13,5;18,5
3,530;8,5;13,5;18,5
3,470;8,5;13,4;18,4
3,420;8,4;13,4;18,4
3,370;8,4;13,3;18,3
3,320;8,3;13,3;18,3
3,270;8,3;13,2;18,2
3,220;8,2;13,2;18,2
3,170;8,2;13,1;18,1
3,110;8,1;13,0;18,1
3,060;8,1;13,0;18,0
3,000;8,0;12,9;18,0
2,960;8,0;12,9;17,9
2,900;7,9;12,8;17,9
2,850;7,9;12,8;17,8
2,800;7,8;12,7;17,8
2,750;7,8;12,7;17,7
2,700;7,7;12,6;17,7
2,650;7,7;12,6;17,6
2,590;7,6;12,5;17,5
2,540;7,6;12,5;17,5
2,480;7,5;12,4;17,4
2,430;7,4;12,4;17,4
2,380;7,4;12,3;17,3
2,320;7,3;12,3;17,3
2,270;7,3;12,2;17,2
2,220;7,2;12,2;17,2
2,170;7,2;12,1;17,1
2,110;7,1;12,0;17,1
2,060;7,1;12,0;17,0
2,000;7,0;11,9;17,0
1,950;7,0;11,9;16,9
1,890;6,9;11,8;16,8
1,840;6,9;11,8;16,8
1,780;6,8;11,7;16,7
1,720;6,7;11,7;16,7
1,670;6,7;11,6;16,6
1,610;6,6;11,5;16,6
1,560;6,6;11,5;16,5
1,500;6,5;11,4;16,5
1,450;6,5;11,4;16,4
1,390;6,4;11,3;16,3
1,330;6,3;11,3;16,3
1,280;6,3;11,2;16,2
1,220;6,2;11,2;16,2
1,170;6,2;11,1;16,1
1,100;6,1;11,0;16,1
1,050;6,1;11,0;16,0
0,990;6,0;10,9;15,9
0,940;6,0;10,9;15,9
0,880;5,9;10,8;15,8
0,820;5,8;10,8;15,8
0,760;5,8;10,7;15,7
0,710;5,7;10,6;15,7
0,650;5,7;10,6;15,6
0,590;5,6;10,5;15,5
0,530;5,5;10,5;15,5
0,470;5,5;10,4;15,4
0,410;5,4;10,3;15,4
0,350;5,4;10,3;15,3
0,290;5,3;10,2;15,2
0,230;5,2;10,2;15,2
0,170;5,2;10,1;15,1
0,110;5,1;10,0;15,1
0,050;5,1;10,0;15,0
0,000;5,0;9,9;15,0
